,id,created_at,user_location,text,subkeywords
2653,1240390620683939842,Wed Mar 18 21:32:23 +0000 2020,"Bloomington, IN","👏✅As a social/behavioral scientists in-training, I think there should be policies, resources, etc. in place so people can perform these behaviors to #FlattenTheCurve and prevent #COVID19 (e.g., paid sick leave, access to soap, assistance for grocery shopping). Policymakers https://t.co/77VWN5Yv5p","['covid', 'covid19']"
2659,1244004395588521984,Sat Mar 28 20:52:15 +0000 2020,,"Sometimes a great visual - or two - is what is needed to change behavior.

Great stuff, @B_I_Tweets 
Worth a 👀!

#BehavioralScienceImpact #COVID19 #AcademicTwitter https://t.co/55qQHeRIev","['covid', 'covid19']"
2669,1241072246518476800,Fri Mar 20 18:40:56 +0000 2020,"Vancouver, British Columbia",Yes younger Canadians report changing their behaviour less - but what matters even more is whether people are talking about the issue with their friends and family. #COVID19 https://t.co/HIRAbXhNjM,"['covid', 'covid19']"
2670,1254774025869389831,Mon Apr 27 14:06:54 +0000 2020,,"Knowledge apparently is not power or maybe I should say rather, not powerful enough when it comes to #COVID19inSA https://t.co/UTLHZdSSUU","['covid', 'covid19']"
2676,1264626155967168518,Sun May 24 18:35:45 +0000 2020,Yorkshire and The Humber,This is the real damage from the whole #DominicCummings saga. A loss of trust at a time when the country can ill afford it. #COVID19 https://t.co/c0Hdy2SbWi,"['covid', 'covid19']"
2694,1264626434460565506,Sun May 24 18:36:52 +0000 2020,"Holloway,London","For all those who think it is just all hysteria,it is political etc this is from one of those scientists giving behavioural advice to government, that will protect us all even idiots! #coronavirus https://t.co/fMLq9k50cm","['corona', 'coronavirus']"
2723,1239565960614490114,Mon Mar 16 14:55:29 +0000 2020,Republic of wales,Totally out of order!!embarrassed to be british ffs #coronavirusuk https://t.co/2UiwN3e3sU,"['corona', 'coronavirus']"
2735,1260957849443864576,Thu May 14 15:39:13 +0000 2020,New Delhi,Women should be at the heart of COVID19# mitigation and ensuring social protection to the most vulnerable in communities. https://t.co/P9TyoHORnp,"['covid', 'covid19']"
2750,1260918526010814465,Thu May 14 13:02:57 +0000 2020,"New Delhi, India","Nothing better than #humourTheVirus. Bloody torrential rains in May with hail. Even the virus is humouring ya ;)
@SunilMalhotra @tota_raam @vishykaka 
#abbascorona! https://t.co/fxY9087SPj",['corona']
2757,1264662846505455618,Sun May 24 21:01:33 +0000 2020,"Carlisle, England","In just a few minutes that f**king clown has undone two months of hard work in getting #coronavirus under control. #BorisFail #BorisOut #ToryTruthTwisters
https://t.co/zBh12rZWAH","['corona', 'coronavirus']"
2761,1241488420893003776,Sat Mar 21 22:14:39 +0000 2020,,Is there a list like thi available for all UK unis? Or a global academic network against Covid19? In the spirit of working together and sharing views of experts? https://t.co/uLxp3uBraH,"['covid', 'covid19']"
2801,1255142607916695554,Tue Apr 28 14:31:31 +0000 2020,,Yes we are at war....#KomeshaCorona https://t.co/lj22PEbDuQ,['corona']
2803,1255142072874487813,Tue Apr 28 14:29:24 +0000 2020,United Kingdom,"Our brilliant Trustee @Daltmann10 gave evidence to @CommonsSTC this morning on immunity and #COVID19.

You can catch up here: https://t.co/bfwrHklNS8 https://t.co/YLMCoeB6fP","['covid', 'covid19']"
2809,1247913257169555456,Wed Apr 08 15:44:40 +0000 2020,"Ottawa, Ontario, Canada","New version (post review at Nature Human Behaviour) is now online, with a fancy infographic #KnowledgeTranslation #COVID19 #SocialScientistsAssemble. https://t.co/uojhyRG3ll","['covid', 'covid19']"
2811,1264660110758088709,Sun May 24 20:50:41 +0000 2020,"Frinton-on-Sea, Essex","The PM today put #Frinton, #Walton and #Clacton in danger by trashing his #Covid19 safety message. 
People are angry after all their sacrifice and will now ignore the rules.  Expect hordes of visitors and resurgence of the disease @GilesWatling @ClactonGazette https://t.co/n8rUjrhqwI","['covid', 'covid19']"
2815,1259584761145839617,Sun May 10 20:43:03 +0000 2020,"London, UK",#RacialCapitalism entangled with #COVID19 and a government led by a libertarian charlatan with expressed contempt for “the lower classes” means a #eugenic #cull might just be unfolding among the bewildered herd... https://t.co/2PXOSw88SS,"['covid', 'covid19']"
2819,1238845162354245632,Sat Mar 14 15:11:17 +0000 2020,United Kingdom,"This is not science, it's voodoo. The time to cocoon vulnerable groups is BEFORE the epidemic ""flows and grows"". https://t.co/g3KsaX6yCX",['epidemic']
2834,1238847228824993792,Sat Mar 14 15:19:30 +0000 2020,"Palma de Mallorca, Spain","If anyone reading this tweet was either involved in the research being used by the UK government to justify its unique behavioural-science-led #COVID19 policy, or just knows someone who was: Now would be a really good time to let us know if any methodological corners were cut. https://t.co/S3bE8k94dG","['covid', 'covid19']"
2846,1238505352112541696,Fri Mar 13 16:41:00 +0000 2020,"Leicester, UK",I can't get the recall coordinators' formula from Fight Club out of my head https://t.co/6HiGpeRq2G #coronavirus https://t.co/sRIM19tKmT,"['corona', 'coronavirus']"
2859,1260374914474926083,Wed May 13 01:02:50 +0000 2020,,"We had a fun, global conversation tonight about #socialmarketing in the time of #COVID19. @GUBizforImpact @isma_org @SMANAorg @WSMConference https://t.co/YjdhA4pvmA","['covid', 'covid19']"
2867,1264658842446630912,Sun May 24 20:45:38 +0000 2020,Salop.,"But Boris Johnson keeps digging his hole. I’m surprised @Conservatives continue to allow this debacle to continue. They will be judged on how this is dealt with this.

#dominiccummimgs #COVID19 https://t.co/hPU9Z9lDAB","['covid', 'covid19']"
2868,1235210288452063233,Wed Mar 04 14:27:36 +0000 2020,,People who can’t understand these relationships and parameters (ahem @realDonaldTrump and company) should not be making any decisions or public statements about mitigating the threat of #COVID19. https://t.co/5uXl052wbo,"['covid', 'covid19']"
2888,1238385588467875841,Fri Mar 13 08:45:07 +0000 2020,,I do hope that 'behavioural' scientists are not overriding what epidemiologists are recommending. Human behaviour in a pandemic is surely under-evidenced so we should  be cautious about how it would play out as a function of different policies. https://t.co/0gHgfBeN2g,['pandemic']
2917,1266132874954244105,Thu May 28 22:22:55 +0000 2020,Manchester,This is a disgrace @BorisJohnson we live in a democracy. You shut down scrutiny. You relax lockdown when the death toll rises. You are not fit for office #LiarJohnson #covid19 #resign or #sackBoris #ReleaseRussianReport https://t.co/qXNNHGxreg,"['covid', 'covid19']"
2918,1239126215115620355,Sun Mar 15 09:48:06 +0000 2020,United Kingdom and Australia ,We need to acknowledge the higher demand but reassure people that there will be enough for all to share. #nohoarding #coronavirus #panicshopping https://t.co/5O9P01FJvY,"['corona', 'coronavirus']"
2921,1259734210589405184,Mon May 11 06:36:55 +0000 2020,"South Derbyshire, UK ","Ignore the confusion. It just means there's room in ICU for you. Please still #StayHome #StaySafe #ProtectTheNHS #SaveLives #COVID19 #ItsNotOver 
@NHS_HealthEdEng @19criticalcare @AnotherICU_RN @NHSuk @BACCNUK @GOVUK  @HCW_Welfare @NurseStandard @NursingTimes @WeNurses https://t.co/nce1qmWfce","['covid', 'covid19']"
2928,1247908404519030787,Wed Apr 08 15:25:23 +0000 2020,"Los Angeles, CA","""Used in behavioral science, the term sludge refers to everything from form-filling requirements...to rules mandating in-person interviews imposed by both private and public sectors [with] potentially devastating impact. [#coronavirus is] leading to impressive and brisk reforms"" https://t.co/9bsdzM6NmV","['corona', 'coronavirus']"
2931,1238249368970461184,Thu Mar 12 23:43:49 +0000 2020,"Melbourne, Australia",Please see this thread on the simple steps we CAN all take - and we must all take - to slow the spread of #covid19 https://t.co/pLkTgR3rNh,"['covid', 'covid19']"
2936,1244747170378547201,Mon Mar 30 22:03:46 +0000 2020,,"🎉😍Soap and education will go a long way to defeat #COVID19 and #DefeatDD, too! https://t.co/Fhhgp30p4Q","['covid', 'covid19']"
2944,1239127963687256065,Sun Mar 15 09:55:03 +0000 2020,TCD and North Kildare,"Read this thread from a friend and colleague who specialises in the human aspects of risk management and mitigation 
#COVID19 https://t.co/5zDCVeVNN4","['covid', 'covid19']"
2955,1264641673822437379,Sun May 24 19:37:25 +0000 2020,"London, UK",Wow. This is what is revealed when the scientists break rank. I plead with more of you to do the same. I promise you that the public would be with you. Don't be puppets for habitual liars #coronavirus #BooToBoris #SayNoToWaffle https://t.co/fuOBh9MDPy,"['corona', 'coronavirus']"
2959,1264651271090339841,Sun May 24 20:15:33 +0000 2020,England,"Science should lead politics inbthe pandemic, but unfortunately tonight politics three away everything....  #sackcumnings #COVID19 https://t.co/675LG1mOku","['pandemic', 'covid', 'covid19']"
2970,1264640891987378176,Sun May 24 19:34:19 +0000 2020,,Very interesting #Borisneedstogo #COVID19 https://t.co/oqfHeAFwQW,"['covid', 'covid19']"
2974,1258425370216464386,Thu May 07 15:56:03 +0000 2020,UK,"Thanks so much, @One_HealthTech - you awesome bunch!

We're proud to use research-backed behaviour-change interventions to support people with specific health conditions - especially those 'extremely vulnerable' during #COVID19 - to keep active at home with our team of experts! https://t.co/jIpD20Hbjo","['covid', 'covid19']"
2978,1268257181566189570,Wed Jun 03 19:04:09 +0000 2020,,"Looking forward to this discussion. Yours truly might focus on sludge, and its harmful effects on the most disadvantaged members of our society. Clear connection with COVID-19 and necessary reforms. @SusanEDudley @FedSoc https://t.co/rxYycIKuGR","['covid', 'covid-19']"
2981,1263080448474910723,Wed May 20 12:13:40 +0000 2020,"Vancouver, BC",Applying principles of #behaviour #change to reduce #covid19 spread. https://t.co/XMO6Tp37Gq,"['covid', 'covid19']"
2986,1251075613689024512,Fri Apr 17 09:10:44 +0000 2020,The wonderful Peak District,"Yes indeed! #COVID19 is bad, but the impacts of the #ClimateEmergency  on society and economy will be a thousand times greater. We MUST grasp the opportunity and act now. The global response to the #pandemic shows that anything is possible https://t.co/f7PK37xcCe https://t.co/62rEmXPIuK","['pandemic', 'covid', 'covid19']"
2989,1239496716577116160,Mon Mar 16 10:20:20 +0000 2020,"Oxford, England","If the 🇬🇧 needs to conduct adjustments to their schemes, imagine the tweaks that countries in Latam have to implement to cope successfully with #COVID19 #coronavirus #covid19chile It’s much more than a sick leave. https://t.co/Ezfo9F5U37","['corona', 'coronavirus', 'covid', 'covid19']"
2996,1243086450465398784,Thu Mar 26 08:04:39 +0000 2020,Zimbabwe,Cheers to the power of #partnership... kudos to @UNICEFZIMBABWE &amp; @WHO_Zimbabwe teaming up with @MoHCCZim to educate the nation about #COVID19 preparedness and response. #StaySafeStayHome #WashYourHands #SocialDistancing https://t.co/v3mCsUnqEh,"['covid', 'covid19']"
3008,1258461042302160900,Thu May 07 18:17:48 +0000 2020,London via New York via Delhi,"Current levels of financing for #WASH is insufficient to meet #SDGs.

#COVID19 emergency is an opportunity to fast-track financing for #WASH services critical for addressing health and other crises, particularly in HCFs &amp; low-income settlements that are currently un/under-served. https://t.co/4lLK1oJC4f","['covid', 'covid19']"
3014,1259410895475802112,Sun May 10 09:12:10 +0000 2020,North West Europe,Interesting analysis from Switzerland suggests that immunity has not been responsible for reducing #COVID19 it's more likely to be due reduced physical interactios. https://t.co/L7b0sBYdiA,"['covid', 'covid19']"
3019,1243085248067485697,Thu Mar 26 07:59:53 +0000 2020,Harare,This is the power of #partnership. Kudos to @UNICEFZIMBABWE  &amp; @WHO_Zimbabwe teaming up with @MoHCCZim to educate communities across the nation about #COVID19 preparedness and response.   #StaySafe #WashYourHands #SocialDistancing https://t.co/JiByrJYcXu,"['covid', 'covid19']"
3020,1249193408553459716,Sun Apr 12 04:31:32 +0000 2020,,Keheala’s expertise in behavior change has led to a 68% reduction in the bad health outcomes for the #TB patients in #Kenya we’ve supported. We stand ready to motivate adherence to #covid19 public health guidelines @MOH_Kenya @NTLDKenya @susan_mochache https://t.co/lLfkwDCocH,"['covid', 'covid19']"
3023,1243645770408046597,Fri Mar 27 21:07:12 +0000 2020,cataluÑa (🇪🇸),"#covid19 and the #trolleyproblem. 
Plus the oportunity cost of avoiding a death by coronavirus in terms of the number of people who will die of heart attacks, strokes...
#bioethics https://t.co/2bME2Rzvzh","['corona', 'coronavirus', 'covid', 'covid19']"
3026,1238816184415539200,Sat Mar 14 13:16:09 +0000 2020,London,"Agree! If by massive effort we could limit future infection to all 0-49 y.o. (60% of population) the epidemic would end (because 60% are now immmune) with a reduction in mortality of 95% (i.e. only ~5%!) compared to if the 50-100 y.o. are randomly mixed in the 60%.

#Mass_cocoon https://t.co/J3RWCGGGBP",['epidemic']
3028,1264642411835412481,Sun May 24 19:40:21 +0000 2020,"Ottawa, Ontario, Canada",Love this!  Modelling safe behaviours.  #COVID19 @JimWatsonOttawa @Laura_Dudas @StephenBlais https://t.co/MvV642tQCP,"['covid', 'covid19']"
3029,1237292952671735809,Tue Mar 10 08:23:22 +0000 2020,,"Not only a politically risky strategy but also careless towards the vulnerable in the country. About 4.3m adults suffer from asthma in the U.K., a condition that would increase one’s odds of getting the severe form of the disease.  #coronavirus #COVID2019 #coronavirusuk https://t.co/9a8tVOERqF","['corona', 'coronavirus', 'covid']"
3037,1249831217588891649,Mon Apr 13 22:45:57 +0000 2020,,"#SHG members have done a remarkable job in #fightagainstcorona using their large network of 6 crore members nationwide. Kudos to them
#women #lockdown #CoronavirusOutbreakindia #CoronaWarriors #RuralIndia #WomenLeaders #Transformers #shg https://t.co/sbzxmGi0Gl","['corona', 'coronavirus']"
3039,1250389957820235781,Wed Apr 15 11:46:11 +0000 2020,"London, UK",Now is the time to make sure your comms are relevant and properly tailored to your customers' emotions and needs. #COVID19 #CustomerExperience https://t.co/RP2EawzssL,"['covid', 'covid19']"
3040,1243088309410291712,Thu Mar 26 08:12:03 +0000 2020,"Guadeloupe, French West Indies",Powerful #partnership! Kudos to @UNICEFZIMBABWE &amp; @WHO_Zimbabwe for stepping up to bolster efforts by @MoHCCZim to prepare the population for #COVID19.  Personal precautions are just as critical! #StaySafeStayHome #WashYourHands #SocialDistancing https://t.co/26r00mXo4v,"['covid', 'covid19']"
3044,1238398402238562304,Fri Mar 13 09:36:02 +0000 2020,,"They don't.

People would riot, or they'd just give everyone the proverbial finger.

People don't care enough, and aren't 'policed' hard enough for them to do as they're told.

#coronavirusuk #coronavirus 
#lockdown https://t.co/WGG0oUdDnC","['corona', 'coronavirus']"
3058,1258700116346707968,Fri May 08 10:07:47 +0000 2020,,Applying principles of #behaviour #change to reduce SARS-CoV-2 transmission | #covid19 #epidemiology https://t.co/MsTZsmQY4R,"['covid', 'covid19']"
3092,1261084862741721088,Fri May 15 00:03:55 +0000 2020,"Toronto, Ontario, Canada",Streaming here: Studying Human Nature During a Pandemic https://t.co/0BHkTWhZ6I https://t.co/YBkhtu5PxM,['pandemic']
