,created_at,hashtags,favorite_count,id,reweet_id,retweet_screen_name,lang,place,possibly_sensitive,retweet_count,text,user_screen_name,user_followers_count,user_location,user_name,user_screen_name.1,user_time_zone
12230,Wed Mar 18 16:36:40 +0000 2020,coronavirus,0,1240316200015540233,,,en,,False,0,"The DH have clearly taken a lot of advice from experts in epidemiology, public health and behavioral science. But I really wish they had asked in an experienced GP to help on  symptoms, children &amp; lifestyle @CMO_England #coronavirus @DHSCgovuk @PHE_uk https://t.co/hQqxTVgHbP",YorkshireGP,203,Rural Yorkshire,Nick Summerton,YorkshireGP,
12237,Thu Mar 19 10:00:02 +0000 2020,covid19 coronavirus flattenthecurve,0,1240578772400734209,,,en,,False,0,"“What brands shouldn't do however is assume:
They fully understand why the consumers are behaving this way; or
How they might respond to such 'irrational behaviour'”

#covid19 #coronavirus #flattenthecurve 

https://t.co/CkNvI9ecRR... https://t.co/v92tjJEVcO",josephmadigan,560,"Dublin City, Ireland",Joseph Madigan,josephmadigan,
12238,Wed Apr 15 09:08:03 +0000 2020,COVID19 isolation,3,1250350160686669824,,,en,,False,3,"The #COVID19 crisis and #isolation may lead to behaviour change.

@CBFdn have produced some great resources for families and those supporting individuals with learning disabilities. 

https://t.co/TMHhobLW1y https://t.co/bHzyeFASnB",AnnCraftTrust,1966,England,anncrafttrust,AnnCraftTrust,
12245,Fri Mar 13 08:45:07 +0000 2020,,4,1238385588467875841,,,en,,False,0,I do hope that 'behavioural' scientists are not overriding what epidemiologists are recommending. Human behaviour in a pandemic is surely under-evidenced so we should  be cautious about how it would play out as a function of different policies. https://t.co/0gHgfBeN2g,joelwilliams74,314,,Joel Williams,joelwilliams74,
12247,Tue Apr 28 14:46:42 +0000 2020,COVID19,0,1255146429527453698,,,en,,False,0,"Interesting review from @Accenture on the profound changes of #COVID19 ""It has
forever changed the experience of being
a customer, an employee, a citizen and a
human. Expect to see behavior change at
scale for some time to come"" https://t.co/AKvs8MohiH",hannah_polly,1562,London and New York,@hannah_polly,hannah_polly,
12248,Tue Mar 17 18:37:21 +0000 2020,coronavirus remoteworking nudge,2,1239984180529967104,,,en,,False,1,#coronavirus #remoteworking Day 2 @BVANudge_Unit @Groupe_BVA: I find a way to avoid blackligthing from my video. #nudge 2 for nice video: put a post-it to reduce the visual angle of your camera and hide the window from its field of view. Do not forget to blur the background! https://t.co/b4WMqhbBUI,bressoud,1384,"Paris, France","Étienne Bressoud, PhD 📚",bressoud,
12249,Sun Mar 15 13:14:36 +0000 2020,COVID19 ESRI FlattenTheCurve,1,1239178182043066373,,,en,,False,1,The behavioural economics of #COVID19 from the #ESRI #FlattenTheCurve https://t.co/zlsQuYVkhv,RCPI_TrafficMed,239,"Dublin City, Ireland",RCPI National Office for Traffic Medicine,RCPI_TrafficMed,
12250,Mon Apr 27 19:44:44 +0000 2020,COVID19,0,1254859043840987136,,,en,,False,0,"As we develop health-focused responses to #COVID19, check whether Anna-Marie Hendriks and friends' Behavior Change Wheel (https://t.co/kJQOBdZBJj) can help leverage immediate actions for long-term community health. (Mentally) turn the wheel to identify and assess impacts. https://t.co/1DWg5Ea74y",gregpgriffin,1697,Yanaguana/San Antonio,Greg P. Griffin,gregpgriffin,
12253,Sat Mar 28 10:36:23 +0000 2020,coronavirus,5,1243849411609784321,,,en,,False,1,If you search #coronavirus on Instagram you get this nudge to go to the federal health department for more information https://t.co/HGsSSpV0IE,annajhenderson,12978,Canberra,Anna Henderson,annajhenderson,
12256,Fri Apr 03 03:25:06 +0000 2020,COVID19,21,1245915200756174850,,,en,,False,7,"Next week, I’ll be joining @IDEO in a conversation around #COVID19 communication and its connection to behavior change. Join the webinar on April 7 at 8AM PST: https://t.co/28gYdeZC91 https://t.co/pHJiYm9fZs",luizzacov,574,"San Francisco, CA",luisa covaria,luizzacov,
12258,Sat Mar 14 15:38:32 +0000 2020,Herd_Immunity coronavirus COVID19,1,1238852016060936194,,,en,,,0,"@Peston 🇬🇧 Government response is inadequate. Leaving it to behavioural science and #Herd_Immunity is playing with peoples lives. 

Where are the regular briefings from Hancock and Patel? They are Health and Home Secretary. What else is as important as #coronavirus? #COVID19",Almond687,302,,5⭐️,Almond687,
12259,Sat Mar 21 14:53:31 +0000 2020,,0,1241377403152273409,,,en,,False,0,"lmaooo, just a little nudge to help them comply https://t.co/tDD6a58ZBL",solz9ja,2039,We in here together,Danny K..,solz9ja,
12267,Tue Apr 28 14:31:31 +0000 2020,KomeshaCorona,0,1255142607916695554,,,en,,False,0,Yes we are at war....#KomeshaCorona https://t.co/lj22PEbDuQ,JayneKNjuguna,32,,Jayne Njuguna,JayneKNjuguna,
12269,Wed Apr 15 19:10:16 +0000 2020,Democrat FakeNewsMedia coronavirus,0,1250501714731507713,,,en,,False,0,"@charliekirk11 @JerichoJackalop This thread is not done, but it lays out a line of #Democrat &amp; #FakeNewsMedia  behavior that, to me, shows they were in on the #coronavirus. There is no other explanation for the illogical, irrational behavior. 

https://t.co/FMxdhLLSet",FighttheDS,48,Georgia,Democrats Are The Virus,FighttheDS,
12270,Tue Apr 21 21:24:04 +0000 2020,COVID19,0,1252709714149990400,,,en,,,0,"Predicting a slightly muted 2nd wave over the next six weeks, false confidence as deaths nudge 100,000 in June &amp; an intense 3rd wave in early autumn w/end of year death totals at or over 275,000.  Infections will soar in the fall.  Too much stupid, too little science. #COVID19",ocwavesnet,81,"Ocean City, MD",Matt Bender,ocwavesnet,
12283,Thu Apr 30 17:35:25 +0000 2020,,0,1255913663942230017,,,en,,False,0,Rightly brought out the need for implementing strong behaviour change communication as part of the post COVID-19 response https://t.co/Hz0xMU5vJ1,moonyraul,9,"Barmer, India",Rahul Gupta,moonyraul,
12289,Sat Apr 11 21:39:23 +0000 2020,Coronavirus COVID19NL Holanda,0,1249089689757405187,,,en,,False,0,"""Very hard to escape impression here that Dutch authorities have screwed up on timely preperatory measures and now implementing a soft policy of encouraging potential patients to ask for treatment at home instead of being taken to hospital."" #Coronavirus #COVID19NL #Holanda https://t.co/8d7oBgD3sb",ecopintocorreia,175,Autonomous Region of Madeira,Miguel Pinto-Correia 羅思涵,ecopintocorreia,
12299,Thu Apr 02 12:16:17 +0000 2020,behaviour psychology COVID19,0,1245686490866352129,,,en,,False,0,Many behavioural science interventions seem counter intuitive but Robert Cialdini helps to explain why the media need to stop publicising undesirable COVID19 related behaviour and start publicising the desirable behaviour. https://t.co/VE9otXwFSi #behaviour #psychology #COVID19 https://t.co/eAevxpYMIQ,truthbegolduk,4921,"England, United Kingdom",Truth be Gold Behavioural Insight,truthbegolduk,
12300,Mon Mar 30 22:13:41 +0000 2020,crude coronavirus CrudeOil,1,1244749666274750468,,,en,,False,1,"When so many factors are loaded against a commodity, all it needs is a nudge to go down. 
What #crude got was not a nudge but a hammer on its head in terms of #coronavirus .. damn! It got crushed!

Approaching ~$20/brl.

#CrudeOil https://t.co/cjCx3IfNEM",bhanuvachan,247,,Bhanu,bhanuvachan,
12302,Sun Apr 12 14:44:39 +0000 2020,COVID19,0,1249347707010981893,,,en,,False,0,Amazon is around 40% of U.S. e-commerce. Thought-provoking piece from @erica_pandey. The behavior change established now will remain after #COVID19. https://t.co/MHbHXIuhWL,jericwilson,1994,,J. Eric Wilson,jericwilson,
12303,Sat Apr 25 01:07:22 +0000 2020,,0,1253853070615736321,,,en,,False,1,"@iansample   What about David Halpern, head of the Nudge Unit? I've seen it reported that he's on SAGE too (&amp; repeated it): https://t.co/vF6m4iQTp4",EUnotCoup,4822,Somewhere that's else ,#FBPE England is lost. Regroup & support #indyref2,EUnotCoup,
12306,Thu Apr 23 12:29:13 +0000 2020,coronavirus,1,1253299889724850176,,,en,,,1,"#coronavirus Dame Deirdre Hind led review into swine flu 2009. On R4 praised Govt for extending ICU capability and use of Behavioural Science. Now in her 80's with her husband dying 18 months ago ""her heart sinks"" at a year long isolation. Fears lockdown will be for months. Wow.",pirateirwin,4475,Paris,Pirate Irwin,pirateirwin,
12309,Fri Mar 13 14:48:50 +0000 2020,,4,1238477123486134272,,,en,,False,0,"Thanks @MertonCollege - we also share Kate Orkin, senior research fellow in behavioural economics here at the School. https://t.co/1WQilrlxDk",BlavatnikSchool,15334,"Oxford, UK",Blavatnik School of Government,BlavatnikSchool,
12311,Wed Mar 25 08:06:38 +0000 2020,Coronavirus r4Today,12,1242724561331933190,,,en,,False,4,"My cartoon - he doesn’t trust doctors, he wants to see a behavioural scientist 
#Coronavirus
#r4Today https://t.co/nOwo5hZYVn",MartinShovel,13872,United Kingdom,Martin Shovel,MartinShovel,
12314,Tue Mar 10 02:26:30 +0000 2020,,0,1237203143580094464,,,en,,False,0,"Seriously, the media is blowing this out of proportion. Just be a person with good hygiene and stay as healthy as you can. There is no need for the media to scare the public to the point of irrational behavior ""right before bed"". Thanks for the nightmares. smh https://t.co/qzzSPVd5t7",draftguyjimmy,911,Maryland,Draft Guy Jimmy,draftguyjimmy,
12316,Thu Mar 12 10:19:51 +0000 2020,COVID19 coronavirus nCoV2019,0,1238047041554485248,,,en,,False,0,"Note to @drharshvardhan @MoHFW_INDIA and the Govt of Karnataka.

#COVID19 #coronavirus #nCoV2019 https://t.co/C7lsLO77NE",UntergrundmannG,1620,"Bengaluru South, India",G Raghuram,UntergrundmannG,
12318,Thu Mar 26 16:15:31 +0000 2020,bring coronavirus government helps kosovos nudge,0,1243209981161361408,,,en,,False,0,"Coronavirus Helps Deliver Down Kosovo’s Authorities, With Nudge From U.S. #bring #coronavirus #government #helps #kosovos #nudge
https://t.co/IKiXWvzOD6",DorothyDow17,584,"New Jersey, USA",Dorothy Dow,DorothyDow17,
12323,Wed Apr 08 18:48:35 +0000 2020,,7,1247959543549759490,,,en,,False,1,Bravo to @JayVanBavel and @RobbWiller for spearheading this chaotic but awesome undertaking. It's been a pleasure to work with so many patient and conscientious scholars. https://t.co/lOOXYAXST3,EliJFinkel,4467,"Evanston, IL",Eli Finkel,EliJFinkel,
12328,Thu Mar 12 10:31:55 +0000 2020,,0,1238050078641860608,,,en,,False,0,"""an appropriately precautionary response can mitigate systemic risk to the globe at large"" https://t.co/HwYOX41CcU",AlbaLAstorina,183,"milano, italia",Alba L'Astorina,AlbaLAstorina,
12329,Wed Apr 08 17:09:48 +0000 2020,Covid19,0,1247934683704369152,,,en,,,0,"I dont like the watly the narrative of our media is going. They seem to be a nudging toward a early lift of restrictions.
#Covid19",kennyhegney,259,Glasgow,Rat Emperor of Kingsway Court,kennyhegney,
12330,Mon Apr 06 23:45:58 +0000 2020,American Trump COVIL19 CoronaVirus,0,1247309604259680257,,,en,,False,0,BEHAVIOR CHANGE?? Obviously only for the little #American people..NO FACE MASKS..NOTHING BUT TOTAL BS..hope you all test positive! LIVE:President Donald #Trump Briefing - You people make me physically sick!!! - https://t.co/93mF9gOil7 #COVIL19 #CoronaVirus,JeedBe,1186,"Now live in Portland, Oregon ",Donna J,JeedBe,
12338,Wed Apr 29 08:45:10 +0000 2020,COVID19 SlowtheSpread coronavirus,2,1255417830595493890,,,en,,False,0,"@byrawpixel have used a new behavioural science study by @HKStrategies &amp; their creativity to develop a series of #COVID19 resources to help everyone effectively convey key messages &amp; #SlowtheSpread. Get those and 10,000+ free #coronavirus images at https://t.co/UlXTvVjdzv https://t.co/831P3gUPZ5",BStoryraw,5,,bt.storyraw,BStoryraw,
12339,Thu Mar 12 20:17:33 +0000 2020,FlattenTheCurve CoronavirusPandemic,0,1238197457672175617,,,en,,False,0,"Tory British Govt is a joke, cocooning the vulnerable (herd immunity) wont work until WELL after there is a vaccine and the vast majority of people get it. in the mean time the British govt are doing nothing to #FlattenTheCurve #CoronavirusPandemic https://t.co/KAbcmjKoBt",SMacDoire,528, Ireland,S Mac Lochlainn,SMacDoire,
12340,Sat Mar 14 23:58:58 +0000 2020,COVID19,0,1238977957554774016,,,en,,False,0,"Some common sense in the UK Behavioural Science community, questioning the behavioural madness response to #COVID19 by the UK government and his partners at the nudge unit. https://t.co/3fyO3TOhlG",MArbones_Areste,949, London - Cambrils,𝕸𝖆𝖗𝖈 𝕬𝖗𝖇𝖔𝖓𝖊𝖘 💻🖥📱🏖,MArbones_Areste,
12344,Sat Mar 14 05:49:11 +0000 2020,,4,1238703703315619842,,,en,,False,1,"This is what scares me too, the irrational behavior of people. https://t.co/n2GMRl0YwR",bioswoop,1613,Texas,Thomas,bioswoop,
12347,Thu Mar 12 15:02:19 +0000 2020,Coronavirus COVID19,2,1238118128841785350,,,en,,False,0,"#Coronavirus #COVID19 
@WHO 
Question: Is it true that the virus is different in Italy &amp; other countries to the original Muhan virus ie does it mutate? Is it also true that you can get it more than once?
If so, how the heck do you achieve 'herd immunity'?? https://t.co/exGuDC9Gfu",Pamos19,1781,United Kingdom,Pam Oshanter #SocialistExLabour 🌍,Pamos19,
12354,Sat Mar 21 20:56:12 +0000 2020,billionaires covid19 help,1,1241468675196178435,,,en,,,1,"How long before all these #billionaires (incl.those self-isolating) help out people in troubles during this #covid19 pandemic? If even a tragedy like this does not budge/nudge you to #help out, you’re part of the problem. People do their parts even when they don’t have much.",jpnseven,270,"London, UK",Jon 19,jpnseven,
12358,Thu Mar 12 16:57:58 +0000 2020,history pandemics covid19,2,1238147233155100672,,,en,,False,1,"@NormOrnstein @MollyJongFast ""Still, #history reveals how #pandemics nudge societies listing in one direction or another in a decisive &amp; consequential direction. We cannot know what long-run effects #covid19 may have, but we can feel reasonably sure there will be some."" https://t.co/yNI6p6mQQk",mpondfield,8039,Maryland,Morris Pondfield,mpondfield,
12368,Mon Apr 27 21:55:11 +0000 2020,,148,1254891869429018624,,,en,,False,76,"Interesting how Vallance/Cummings/Nudge Unit plan for ‘herd immunity’ (in the absence of a vaccine and with no serology to confirm it could happen without one) is now the favoured policy of the far right. 

Britain leading the world again. https://t.co/4QtcJJHA0A",peterjukes,72603,London,Peter Jukes,peterjukes,
12375,Tue Mar 31 08:13:33 +0000 2020,,7,1244900626909233154,,,en,,False,1,For a bit of wildlife enjoyment where you live - catch up on @MikeLiggins guide for first-time bird watchers. You need to nudge about 19 minutes in. https://t.co/NrwDjUFYnZ https://t.co/17HLPvPc1n,BBCLookEast,78986,East of England,BBC Look East,BBCLookEast,
12380,Wed Mar 04 14:41:39 +0000 2020,publichealth coronavirus,1,1235213825093316608,,,en,,False,1,"Upside to public panic of COVID-19-which isn't lethal like Ebola)-since we have public's attention, time to direct resources to focus on prepping for future lethal infectious diseases-which are inevitable. Great point and great interview, @swetac! 

#publichealth #coronavirus https://t.co/5SjUDsDaFo",Berit_Mansour,510,"Tampa, FL",Berit Mansour,Berit_Mansour,
12381,Mon Apr 27 17:04:29 +0000 2020,,7,1254818712970047499,,,en,,False,1,"To prevent future pandemics, economic recovery plans must have strong environmental regulations, incentivize sustainable activities, consider that the health of people and nature are connected, invest in health and behavior change in emerging disease hotspots, and systemic change https://t.co/JUcDhUBV2P",CeciliaBarrigaB,101,,Cecilia Barriga Bahamonde,CeciliaBarrigaB,
12390,Wed Apr 01 12:49:31 +0000 2020,,1,1245332464039387137,,,en,,False,0,This is a really valuable paper; could save lives. Read this!🔥 https://t.co/qPbMB3YNcu,Ilhammdandi,93,Indonesia,Ilham Maulana Dandi,Ilhammdandi,
12394,Thu Mar 12 20:14:53 +0000 2020,,0,1238196789200793601,,,en,,False,0,"An ""expert"" Gove finds acceptable?🤔🤮 https://t.co/Kn8QAG9exb",magmogz135,1852,"Wales, United Kingdom",Christine Morgan #Socialist4Life🌹👋,magmogz135,
12396,Sat Apr 04 16:09:44 +0000 2020,coronavirus,3,1246470015815041024,,,en,,False,0,"Just saying, it seems the #coronavirus has not read the treatise on libertarian paternalism. https://t.co/bF77Sg512u",BettinaCornwell,6325,University of Oregon,T. Bettina Cornwell,BettinaCornwell,
12402,Mon Mar 30 21:54:00 +0000 2020,,0,1244744714789752833,,,en,,False,0,He's brilliant 😍 https://t.co/NwapH9oPeN,tinypunches001,79,internetzzz,Mangalagiri pinni,tinypunches001,
12403,Wed Apr 08 15:24:58 +0000 2020,coronavirus,0,1247908302236811273,,,en,,,0,Another academic behavioural scientist with a limited grasp of English and the commercial world  is on @bbc5live suggesting young people should be released from any #coronavirus restriction ahead of older age groups. What is not appreciated is that unless they have money in////2,aviationcomment,797,"Peterborough & London, UK",JULIANBRAY #ISDN (0)1733 345020 uk m: 07944 217476,aviationcomment,
12404,Fri Mar 06 08:41:20 +0000 2020,behaviouralinsights nudge Coronavirus,3,1235847924199723010,,,en,,False,0,"Encouraging to hear about the influence of #behaviouralinsights and #nudge theory in the Government response to #Coronavirus. Data-driven, testing before implementing, helping people make decisions that are in their self-interest without restricting choice https://t.co/1mPkpzUZM5",DrAmarShah,6236,"London, England",Amar Shah,DrAmarShah,
12408,Wed Apr 15 20:49:50 +0000 2020,COVID19 Communication Behavior Report Webinar IDEOCOVIDChallenge,0,1250526769016377346,,,en,,False,0,#COVID19 #Communication &amp; #Behavior Change: #Report and #Webinar | #IDEOCOVIDChallenge via @OpenIDEO @ideo  https://t.co/QJ1YMpqHex,MBlenski,305,"Hamburg, Deutschland",Matthias Blenski,MBlenski,
12422,Fri Apr 17 07:42:31 +0000 2020,,0,1251053413091225601,,,en,,False,0,"This ""nudge"" woo-woo science is costing lives. 
If your grandparents, parents, aunties or uncles die from Covid-19, this is a huge factor. https://t.co/YO2TaKi6qQ",CJR0bertson,189,,C J Robertson,CJR0bertson,
12423,Thu Mar 19 10:00:27 +0000 2020,ConversationsBeyondBorders COVID19,2,1240578876813840384,,,en,,,0,"In our first #ConversationsBeyondBorders we’ll be joined by climate activist @cloverhogan &amp; behavioural scientist  @leighblue. We'll be discussing the mental, emotional &amp; spiritual tools we need to navigate uncertainty &amp; the role of behavioural science in our response to #COVID19",tedxlondon,12926,"London, England",TEDxLondon,tedxlondon,
12426,Tue Apr 21 20:24:50 +0000 2020,,1,1252694807560028162,,,en,,False,0,"I expect more from my political editors than ""Well that seems weird, oh well...""

Some of the UK's political journalists are happy to appear either dispiritingly incurious or like some sort of political equivalent of a nudge-nudge gossip hack from the 1980's. https://t.co/wXkK5p82k6",Fortress_Inman,739,"Lancing, West Sussex",Mark Inman,Fortress_Inman,
12427,Wed Mar 18 16:31:48 +0000 2020,,0,1240314975727558658,,,en,,False,0,Love this....it will resonate with so many. https://t.co/DCnouW60zD,AnnaTurns,4045,"By the sea, Devon",Environmental journalist,AnnaTurns,
12431,Wed Mar 25 08:14:43 +0000 2020,trustinscience,5,1242726594566905857,,,en,,False,6,"Collaborative and timely paper shows how production, mediation and use of social science can inform, influence and lead behaviour and policy. @TransformUre @PERITIAnews #trustinscience https://t.co/CINIXRT6S9",JohnOConnor_PhD,202,"Dublin City, Ireland",John O’Connor,JohnOConnor_PhD,
12436,Sun Mar 15 10:00:59 +0000 2020,DataScience pandemic COVID19de COVID19 HighRiskCovid19,2,1239129456977031168,,,en,,False,1,"Do you know how can #DataScience help in times of #pandemic? Join the LIVE discussion on March 19th. An online debate with 3 experts in behavioral science, medical AI, and the @IBM Researcher. RESERVE YOUR SPOT https://t.co/4ZU37l6iCq #COVID19de #COVID19  #HighRiskCovid19 https://t.co/muNSj2H2Ai",elenaoua,1304,"Berlin, Germany",Elena Poughia,elenaoua,
12439,Sun Mar 15 13:43:08 +0000 2020,Coronavirus,0,1239185365812088832,,,en,,False,0,"Convergence, Divergence, Vision, Strategy, Tactics, Behavioural Science, Game Theory and #Coronavirus
The last thread in slightly easier to read format

https://t.co/K1q96h1QUk",agnieszkasshoes,10994,"running, reading, or mouthing off",Dan Holloway,agnieszkasshoes,
12440,Mon Mar 16 14:56:21 +0000 2020,COVID19,9,1239566178575618053,,,en,,False,5,"""People won't get 'tired' of social distancing – and it's unscientific to suggest otherwise."" 

WBS Professor of Behavioural Science, Nick Chater (@NickJChater) writes for the @guardian about the government's approach #COVID19 👇 
https://t.co/atuDTHfrCQ",WarwickBSchool,16279,"Coventry, UK",WBS,WarwickBSchool,
12444,Sat Mar 28 10:43:52 +0000 2020,SocialDistanacing Parrot COVID19,0,1243851291752894465,,,en,,False,0,Man out in Knightsbridge yesterday with his two birds clearly not #SocialDistanacing No gatherings of more than 2 please! Nudge nudge😉😉#Parrot #COVID19 https://t.co/5z8UF01fBj,securetrans,769,UK & Europe +44(0)7734 247 365,SecureTransportation,securetrans,
12445,Thu Mar 12 15:31:46 +0000 2020,,1,1238125541229842433,,,en,,False,0,"You should be ashamed to air such twaddle, is he a health specialist https://t.co/LB6CTnvOXo",da1sy_alexander,112,,daisy alexander,da1sy_alexander,
12451,Fri Apr 17 05:57:45 +0000 2020,coronavirus covid19 sarscov2 crisis learning,0,1251027047436017665,,,en,,False,0,"The Million Dollar Question: What will we learn from the Coronavirus crisis? Are humans even capable of sustainable behavior change?
#coronavirus #covid19 #sarscov2 #crisis #learning https://t.co/O2u8F7cMRE",ConsumGoodsClub,9429,Global,Consumer Goods Club,ConsumGoodsClub,
12453,Fri Apr 24 01:54:46 +0000 2020,,1,1253502611334090753,,,en,,False,3,""" Extraordinary Popular Delusions,...... the Madness of Crowds"" by Charles Mackay (1841) - is worth reading.

The madness and mass hysteria of crowds is not new. In previous centuries irrational behaviour was commonplace. 

Social Media now gives such human folly new impetus. https://t.co/TxQ0oqwPKk",anthonysargean2,919,United Kingdom,anthony sargeant,anthonysargean2,
12456,Tue Mar 10 06:51:40 +0000 2020,coronavirus,4,1237269874247786497,,,en,"Los Angeles, CA",False,0,"On a positive note, this #coronavirus should create a behavior change in you nasty, philthy dudes I see in the bathroom bypassing washing your hands after using the toilet. https://t.co/iRHYVsA0R6",keyinfluencer,22547,Los Angeles,James Andrews,keyinfluencer,
12457,Wed Apr 15 19:20:43 +0000 2020,covid19,2,1250504344878940161,,,en,,False,0,"I remember a time when I could move this fast. It is not now.
My take: provision does not equal consumption. I think that #covid19 is a bit weird because it is a single story - there is one thing that is uniting everyone, a single event - and so the ""high choice"" matters less https://t.co/G3mHzYHC2E",nikkiusher,8084,"Washington, D.C.; Chambana","Nikki Usher, Ph.D.",nikkiusher,
12466,Fri Apr 10 08:14:35 +0000 2020,coronavirus,12,1248524768120385536,,,en,,,4,"_
What do you think will finally convince economists to work on an interdisciplinary basis? (nudge: #coronavirus)",BaldwinRE,26709,"Lausanne, Switzerland",Richard Baldwin,BaldwinRE,
12469,Fri Apr 10 07:50:22 +0000 2020,COVID19,51,1248518671301042181,,,en,,False,33,"This claim that top scientists in the field aren’t advising the govt is worrying as is the top down nature of the UK’s #COVID19 strategy.

It’s led by a @B_I_Tweets behaviourist
whose nudge philosophy is about “how small changes can make big differences.” 
https://t.co/TcsWDXgakY https://t.co/JdS3s1ptj7",StefSimanowitz,31470,stefan.simanowitz@amnesty.org,Stefan Simanowitz,StefSimanowitz,
12471,Fri Apr 03 08:54:18 +0000 2020,,14,1245998045969420289,,,en,,False,4,"Of course the appeal for her ""colleagues"" retweets the Guardian. Nudge, nudge
Has @SupportOurLefty responded? https://t.co/vxELjfgRVm",semperfidem2004,2268,Gammonistania Major,El Gamón Sabroso,semperfidem2004,
12474,Wed Mar 04 16:55:10 +0000 2020,,3,1235247425692012546,,,en,,False,1,A brilliant insight from @Rare_org on why we can mobilise more easily for one global issue but not another. https://t.co/JqdsBrIhB2,ifnotnowdigital,913,"Bristol, England",If Not Now Digital,ifnotnowdigital,
12475,Wed Apr 01 16:55:29 +0000 2020,COVID19,3,1245394362999152643,,,en,,False,3,"How to maximize the impact of cash transfers during (and after) #COVID19 using lessons from behavioral science--thoughts from our team in @WPReview:

https://t.co/i5qXqOscRC",ideas42,27663,"New York, NY",ideas42,ideas42,
12477,Sat Mar 14 16:00:30 +0000 2020,,1,1238857548020809734,,,en,,False,0,Yes. But I think we already know whether the research would survive public scrutiny. https://t.co/HEtI31A2eF,BorisBarbour,935,"Paris, France",Boris Barbour,BorisBarbour,
12479,Thu Mar 12 15:14:02 +0000 2020,,8,1238121078393896960,,,en,,False,3,"When this is all over, I sincerely hope we round up every fucker who referred to the output of the nudge unit as 'scientific advice' and send them to some sort of re-education camp. https://t.co/ZYg06GgAww",humbleetc,955,,Last year's thing,humbleetc,
12480,Wed Apr 15 00:27:56 +0000 2020,COVID19,32,1250219270744805377,,,en,,False,9,I really enjoyed doing this Q&amp;A with @Wharton's Dean @garrett_geoff last week for the school's most popular course ever (about managing uncertainty in the time of #COVID19). https://t.co/yL2Tmmivxm,katy_milkman,20463,"Philadelphia, PA",Katherine Milkman,katy_milkman,
12488,Thu Apr 02 12:15:17 +0000 2020,behaviour psychology COVID19,0,1245686236498530305,,,en,,False,0,Many behavioural science interventions seem counter intuitive but Robert Cialdini helps to explain why the media need to stop publicising undesirable COVID19 related behaviour and start publicising the desirable behaviour. https://t.co/VE9otXwFSi #behaviour #psychology #COVID19 https://t.co/jSUiE3bieN,truthbegolduk,4921,"England, United Kingdom",Truth be Gold Behavioural Insight,truthbegolduk,
12492,Thu Apr 30 17:26:23 +0000 2020,BBL CwPAMS,3,1255911390361026561,,,en,,False,1,Great resource with lots of great examples of good practice. @BrightonLusaka contributed #BBL Bare Below Elbow resource. Behaviour Change is the most important outcome of training #CwPAMS taught us.@DrSNTaylor @dr_jas_islam @morse_fiona @SamanthaLippett @Bambalaandrewm https://t.co/CIvZLY6usk,AnjaStClairJone,151,"Brighton, England",Anja/CwPAMS Zambia,AnjaStClairJone,
12495,Thu Mar 12 18:12:29 +0000 2020,,8,1238165986722942991,,,en,,False,3,Why on earth is he talking about herd immunity? There’s no vaccine and you can get the virus more than once. So what the fuck does he mean? Anyone who can explain? https://t.co/GHUAc1pCo3,AM_i_Rostorp,4449,Sweden,A-M #ProEurope #ProDemocracy #ProScience,AM_i_Rostorp,
12502,Thu Apr 02 10:48:58 +0000 2020,,3,1245664516668612609,,,en,,False,2,Yes that is why early on cash was described as dirty. Another subltle nudge into controlling your financial resources. No cash no freedom. Electronic cash gives governmentthe freedom to take away those resources https://t.co/1pEaxVddLp,MJW_DC,219,,Mike,MJW_DC,
12505,Sat Mar 14 15:22:52 +0000 2020,COVIDー19,0,1238848073700380682,,,en,,False,0,This is the most common sense and reasonable thread I’ve seen so far about #COVIDー19 com’ on UK government put link all your behavioural science with some collective intelligence https://t.co/wb6Ckyuruy,giotita,792,London,Giota Alevizou,giotita,
12507,Thu Mar 12 15:31:11 +0000 2020,,1,1238125394143989760,,,en,"Illinois, USA",False,0,💯THIS💯 local media will likely LOSE money rn because underwriting will be a struggle for small/local businesses and events will be postponed or cancelled so less to promote. GIVE or subscribe if you are in a position to do so! https://t.co/Ot2M5kJdR4,mmlinbloom,392,"Bloomington, IL",Melissa Libert,mmlinbloom,
12510,Fri Mar 20 19:51:47 +0000 2020,COVID19,0,1241090079373709312,,,en,,False,0,"What can we learn from behavioral economics in terms of respecting (or not) measures of confinement in the context of #COVID19? Article by Jeanne Hagenbach, of the Sciences Po Department of Economics: ""When the Truth is Inconvenient, or “Motivated”  https://t.co/WY2awFxIeF",Soy_Hermetico,210,"District Fédéral, Mexique",🎭 🐺 Аndrés Rosas,Soy_Hermetico,
12516,Wed Apr 29 05:13:39 +0000 2020,COVID19 SlowtheSpread coronavirus,1,1255364602176720898,,,en,,False,0,"@byrawpixel have used a new behavioural science study by @HKStrategies &amp; their creativity to develop a series of #COVID19 resources to help everyone effectively convey key messages &amp; #SlowtheSpread. Get those and 10,000+ free #coronavirus images at https://t.co/iYAqLV8qxA https://t.co/20mb97VDnD",ORawpixel,0,,rawpixel_o,ORawpixel,
