,Unnamed: 0,created_at,hashtags,favorite_count,id,reweet_id,retweet_screen_name,lang,place,possibly_sensitive,retweet_count,text,user_screen_name,user_followers_count,user_location,user_name,user_screen_name.1,user_time_zone,text_cl,subkeywords,relevant_subkwords
2373,9367,Wed May 13 09:13:52 +0000 2020,,1,1.26049848431633E+018,,,en,,False,0,"Of course they are.  We're tragically seeing the overreach of Nudge Theory here. If people need a wage, are called in to work and don't have a car, what do we expect will happen? https://t.co/yAynDcscfi",dannamibia,89,,Dan Preece,dannamibia,,"of course they are.  we're tragically seeing the overreach of nudge theory here. if people need a wage, are called in to work and don't have a car, what do we expect will happen? https://t.co/yayndcscfi","['nudge', 'nudge theory']",['nudge theory']
2376,9375,Wed Apr 29 07:25:25 +0000 2020,,1,1.25539776225606E+018,,,en,,False,1,"If you want to pinpoint the main origin of the UK's questionnable initial approach to covid-19, you could do worse than starting with the pseudo-sciency 'Nudge Unit'. https://t.co/x2EYSm3bam",NonStopDemocrat,717,,NonStopDemocracy 🇪🇺,NonStopDemocrat,,"if you want to pinpoint the main origin of the uk's questionnable initial approach to covid-19, you could do worse than starting with the pseudo-sciency 'nudge unit'. https://t.co/x2eysm3bam","['nudge unit', 'nudge', 'covid']",['nudge unit']
2387,9411,Sat Mar 14 11:45:42 +0000 2020,BrexitBorisBritain COVID19 NudgeTheory,0,1.23879342554719E+018,,,en,,False,0,"Why is the government relying on nudge theory to fight coronavirus?
#BrexitBorisBritain #COVID19 #NudgeTheory
https://t.co/nSASFlWQiV",Asitseemstome,405,,Fiona McMahon,Asitseemstome,,"why is the government relying on nudge theory to fight coronavirus?
#brexitborisbritain #covid19 #nudgetheory
https://t.co/nsasflwqiv","['nudge', 'nudge theory', 'nudgetheory', 'corona', 'covid']",['nudgetheory']
2395,9437,Thu Jun 04 21:02:25 +0000 2020,BehaviouralInsightsTeam lockdown COVID19 BlackLivesMatter Antifa,1,1.26864932956213E+018,,,en,,False,0,Is that what the #BehaviouralInsightsTeam told you? Dream on you Clown it appears nobody gives a hoot about your ridiculous #lockdown now. #COVID19 #BlackLivesMatter #Antifa https://t.co/jbcZQgTaOz,TornadoNewsLink,4807,"Londonderry, Northern Ireland",TornadoNewsLinker,TornadoNewsLink,,is that what the #behaviouralinsightsteam told you? dream on you clown it appears nobody gives a hoot about your ridiculous #lockdown now. #covid19 #blacklivesmatter #antifa https://t.co/jbczqgtaoz,"['behaviouralinsightsteam', 'behaviouralinsight', 'behaviouralinsights', 'covid']",['behaviouralinsightsteam']
2415,9515,Wed Apr 08 12:48:55 +0000 2020,,0,1.24786902861554E+018,,,en,,False,0,"Interesting read on nudges in behaviour change. For CoVID 19, gloves, face masks are great nudges that prevent us from touching the face. Nudges at handwashing sites too. https://t.co/4QbHTsQ5yH",sheilacharlot,992,Uganda,Sheila Mwebaze,sheilacharlot,,"interesting read on nudges in behaviour change. for covid 19, gloves, face masks are great nudges that prevent us from touching the face. nudges at handwashing sites too. https://t.co/4qbhtsq5yh","['behaviour change', 'nudges', 'nudge', 'covid']","['behaviour change', 'nudges']"
2418,9524,Thu Mar 19 16:54:41 +0000 2020,UKGov COVID19,0,1.24068312254033E+018,,,en,,False,0,"#UKGov's #COVID19 approach is from The Behavioural Insights Team, a company part-owned by the Cabinet Office, and amounts to ""wash your hands"" &amp; ""don't touch your face"".

Shame it's not working very well.

Maybe we'd be better off with Track/Isolate/Test?

https://t.co/F1OuJAuOpN",NatashaPolitics,906,"Edinburgh, Scotland",Natasha Politics,NatashaPolitics,,"#ukgov's #covid19 approach is from the behavioural insights team, a company part-owned by the cabinet office, and amounts to ""wash your hands"" &amp; ""don't touch your face"".

shame it's not working very well.

maybe we'd be better off with track/isolate/test?

https://t.co/f1oujauopn","['behavioural insights team', 'behavioural insight', 'behavioural insights', 'covid']",['behavioural insights team']
2422,9531,Fri Mar 13 15:28:05 +0000 2020,Coronavirus NudgeTheory COVD19,0,1.23848700187301E+018,,,en,,False,0,“#Coronavirus : a global examination of disparate national containment techniques” #NudgeTheory 🇬🇧 let’s see how this goes.  #COVD19  https://t.co/92djdXusE4,sequoia2001,1655,"Tama, Laniakea Supercluster 多魔",chuck_m. 🍥,sequoia2001,,“#coronavirus : a global examination of disparate national containment techniques” #nudgetheory 🇬🇧 let’s see how this goes.  #covd19  https://t.co/92djdxuse4,"['nudge', 'nudgetheory', 'corona']",['nudgetheory']
2430,9564,Wed May 27 12:32:35 +0000 2020,COVID19,22,1.26562192550786E+018,,,en,,False,2,Robert Murphy of @roinnslainte sharing work of the Behaviour Change Subgroup to the National Public Health Emergency Team for #COVID19 in Ireland with the International COVID-19 Behavioural Insights Group. Exemplary levels of global collaboration a silver lining in tough times https://t.co/ftQNVA8CHg,MollyByrneIre,2630,"Galway, Ireland",Molly Byrne,MollyByrneIre,,robert murphy of @roinnslainte sharing work of the behaviour change subgroup to the national public health emergency team for #covid19 in ireland with the international covid-19 behavioural insights group. exemplary levels of global collaboration a silver lining in tough times https://t.co/ftqnva8chg,"['behavioural insight', 'behavioural insights', 'behaviour change', 'covid', 'health emergency']","['behavioural insights', 'behaviour change']"
2432,9572,Sun Apr 26 12:09:48 +0000 2020,COVID19 coronavirus,12,1.25438216584181E+018,,,en,,False,12,"In a restaurant, most people order the second-cheapest bottle to avoid looking tight.

Restauranteurs know this &amp; use it to “nudge” us towards the bottle with the highest markup.

Read @soniasodha on Nudge Theory,  #COVID19 &amp; David Halpern. #coronavirus 
https://t.co/pyb3QrW5YG https://t.co/60W0r3QpQx",StefSimanowitz,41938,stefan.simanowitz@amnesty.org,Stefan Simanowitz,StefSimanowitz,,"in a restaurant, most people order the second-cheapest bottle to avoid looking tight.

restauranteurs know this &amp; use it to “nudge” us towards the bottle with the highest markup.

read @soniasodha on nudge theory,  #covid19 &amp; david halpern. #coronavirus 
https://t.co/pyb3qrw5yg https://t.co/60w0r3qpqx","['halpern', 'nudge', 'nudge theory', 'corona', 'covid']","['halpern', 'nudge', 'nudge theory']"
2447,9624,Wed Apr 15 18:41:50 +0000 2020,psychologists COVID19,9,1.25049455804099E+018,,,en,,False,2,Thanks @jayvanbavel for your important work &amp; paper to inform #psychologists &amp; @APA science &amp; advocacy efforts to respond to #COVID19 @AmPsychFdn @AEPuentePhD @techsmarty @SharonBerryPhD @zbuttphd @WilliamStoops @KarenPostal https://t.co/Y5aqL0j2JL,RehabPsy_DrKate,716,"Florida, USA",Kate Brown,RehabPsy_DrKate,,thanks @jayvanbavel for your important work &amp; paper to inform #psychologists &amp; @apa science &amp; advocacy efforts to respond to #covid19 @ampsychfdn @aepuentephd @techsmarty @sharonberryphd @zbuttphd @williamstoops @karenpostal https://t.co/y5aql0j2jl,"['psychologists', 'psychologist', 'covid']",['psychologists']
2450,9631,Wed Apr 29 09:50:38 +0000 2020,nudgeTheory PowerPose socialPsychology COVID19,0,1.25543430839271E+018,,,en,,False,0,"The🇬🇧Government should have learnt the #nudgeTheory wasn’t to be trusted from the grotesquely awkward #PowerPose politicians paid good money to learn.

Poor scientists &amp; fraudsters outside #socialPsychology are increasing too the #COVID19 death tolls, though.
Via @Ermintrude2 https://t.co/JJpyLdecCR",DrFulli,898,Paris,Ivana Fulli,DrFulli,,"the🇬🇧government should have learnt the #nudgetheory wasn’t to be trusted from the grotesquely awkward #powerpose politicians paid good money to learn.

poor scientists &amp; fraudsters outside #socialpsychology are increasing too the #covid19 death tolls, though.
via @ermintrude2 https://t.co/jjpyldeccr","['psychology', 'nudge', 'nudgetheory', 'covid']","['psychology', 'nudgetheory']"
2458,9654,Sat May 16 20:54:31 +0000 2020,BorisJohnson Turkey EuropeanUnion coronavirus COVID19 BehaviouralInsightsTeam BillGates Rothschild,1,1.26176197339557E+018,,,en,,False,3,British Politician #BorisJohnson Wants #Turkey To Join The #EuropeanUnion https://t.co/lLSJpQOH6c #coronavirus #COVID19 #BehaviouralInsightsTeam #BillGates #Rothschild https://t.co/CUGAWaIEwT,TornadoNewsLink,4807,"Londonderry, Northern Ireland",TornadoNewsLinker,TornadoNewsLink,,british politician #borisjohnson wants #turkey to join the #europeanunion https://t.co/llsjpqoh6c #coronavirus #covid19 #behaviouralinsightsteam #billgates #rothschild https://t.co/cugawaiewt,"['behaviouralinsightsteam', 'behaviouralinsight', 'behaviouralinsights', 'corona', 'covid']",['behaviouralinsightsteam']
2468,9690,Fri Mar 13 07:58:28 +0000 2020,,4,1.2383738520755E+018,,,en,,False,5,"Head of the Conservative Government’s “Nudge Unit”, now escalated to Science Adviser on Coronavirus, Dr (PhD Behavioural Psychology) Halpern. https://t.co/HRhrXatzvd https://t.co/VnCLopVmwO",BeaumontBee,5126,"Wellington, New Zealand 🇳🇿",Bee Positive,BeaumontBee,,"head of the conservative government’s “nudge unit”, now escalated to science adviser on coronavirus, dr (phd behavioural psychology) halpern. https://t.co/hrhrxatzvd https://t.co/vnclopvmwo","['halpern', 'nudge unit', 'psychology', 'nudge', 'corona']","['halpern', 'nudge unit', 'psychology']"
2470,9698,Fri Mar 13 13:34:53 +0000 2020,Tories NudgeUnit coronavirus,1,1.2384585145295E+018,,,en,,False,1,"So. Code for ‘eliminate the vulnerable’ to prevent a ‘second peak’ 
Good news for #Tories ? Er..  maybe not  - the ‘elderly’ are the conservatives voter ‘base’. #NudgeUnit  #coronavirus @SkyNews https://t.co/RxuhAJIbTX",Angie_RejoinEU,26113,London,#3.5% #FBPE #FBR #ResistanceIsNotFutile 😉,Angie_RejoinEU,,"so. code for ‘eliminate the vulnerable’ to prevent a ‘second peak’ 
good news for #tories ? er..  maybe not  - the ‘elderly’ are the conservatives voter ‘base’. #nudgeunit  #coronavirus @skynews https://t.co/rxuhajibtx","['nudgeunit', 'nudge', 'corona']",['nudgeunit']
2474,9711,Tue Mar 17 00:07:43 +0000 2020,,6,1.2397049323218E+018,,,en,,False,1,"@CiDeely @gergilroy I've used this analogy a few times but you dont bring a pony to a horse race.
Using a behavioural scientist to advise on an epidemiology &amp; public health crisis is like bringing a shetland pony to the derby. The nudge unit is a sleight of hand group.
https://t.co/U1Ri1l8nIA",slattsmachine,432,Between Venus & Mars,Eoin Slattery,slattsmachine,,"@cideely @gergilroy i've used this analogy a few times but you dont bring a pony to a horse race.
using a behavioural scientist to advise on an epidemiology &amp; public health crisis is like bringing a shetland pony to the derby. the nudge unit is a sleight of hand group.
https://t.co/u1ri1l8nia","['nudge unit', 'behavioural scientist', 'nudge']","['nudge unit', 'behavioural scientist']"
2480,9746,Fri Mar 13 13:35:49 +0000 2020,COVID19 PeoplesGovernment BrexitBorisBritain,0,1.23845874594189E+018,,,en,,False,0,"Why is the government relying on nudge theory to fight coronavirus?
#COVID19 #PeoplesGovernment #BrexitBorisBritain
https://t.co/nSASFmerHv",Asitseemstome,405,,Fiona McMahon,Asitseemstome,,"why is the government relying on nudge theory to fight coronavirus?
#covid19 #peoplesgovernment #brexitborisbritain
https://t.co/nsasfmerhv","['nudge', 'nudge theory', 'corona', 'covid']",['nudge theory']
2488,9766,Mon May 11 12:27:29 +0000 2020,Liberal DavidCameron GayMarriage BehaviouralInsightsTeam Government BarCouncil LordSainsbury CivilService coronavirus BorisJohnson Rothschild,1,1.25982243570211E+018,,,en,,False,1,#Liberal Clown #DavidCameron and promoter of #GayMarriage responsible for putting #BehaviouralInsightsTeam at heart of British #Government. #BarCouncil #LordSainsbury #CivilService #coronavirus #BorisJohnson #Rothschild https://t.co/5Cn0xEzZoi,TornadoNewsLink,4807,"Londonderry, Northern Ireland",TornadoNewsLinker,TornadoNewsLink,,#liberal clown #davidcameron and promoter of #gaymarriage responsible for putting #behaviouralinsightsteam at heart of british #government. #barcouncil #lordsainsbury #civilservice #coronavirus #borisjohnson #rothschild https://t.co/5cn0xezzoi,"['behaviouralinsightsteam', 'behaviouralinsight', 'behaviouralinsights', 'corona']",['behaviouralinsightsteam']
2489,9768,Tue May 12 05:46:54 +0000 2020,MayorofLondon BorisJohnson coronavirus BillGates Rothschild BehaviouralInsightsTeam COVID19,9,1.2600840147335E+018,,,en,,False,9,#MayorofLondon #BorisJohnson: Global Overpopulation Is The Real Issue https://t.co/p8vFjkLMwa #coronavirus #BillGates #Rothschild #BehaviouralInsightsTeam #COVID19 https://t.co/HcABuwShJl,TornadoNewsLink,4807,"Londonderry, Northern Ireland",TornadoNewsLinker,TornadoNewsLink,,#mayoroflondon #borisjohnson: global overpopulation is the real issue https://t.co/p8vfjklmwa #coronavirus #billgates #rothschild #behaviouralinsightsteam #covid19 https://t.co/hcabuwshjl,"['behaviouralinsightsteam', 'behaviouralinsight', 'behaviouralinsights', 'corona', 'covid']",['behaviouralinsightsteam']
2492,9780,Sun May 17 20:16:42 +0000 2020,NudgeUnit COVID19,0,1.26211484355061E+018,,,en,,True,0,Very timely - Robert Jay Lifton was also author of The Nazi Doctors: a valuable resource for upcoming trials of @Conservatives' #NudgeUnit and @RupertMurdoch / @FoxNews' mass murders via #COVID19 denial. https://t.co/q1nxY9w5V0,kirkmurphy,3237,,Kirk Murphy,kirkmurphy,,very timely - robert jay lifton was also author of the nazi doctors: a valuable resource for upcoming trials of @conservatives' #nudgeunit and @rupertmurdoch / @foxnews' mass murders via #covid19 denial. https://t.co/q1nxy9w5v0,"['nudgeunit', 'nudge', 'covid']",['nudgeunit']
2507,9846,Sat Mar 14 11:41:53 +0000 2020,PublicHealth coronavirus handwashing NudgeTheory,1,1.23879246188921E+018,,,en,,False,0,Now here is one way to nudge men to wash their hands. #PublicHealth #coronavirus #handwashing #NudgeTheory https://t.co/0Dwk6TpOpd,AlecTinkerPH,592,,Alec Tinker,AlecTinkerPH,,now here is one way to nudge men to wash their hands. #publichealth #coronavirus #handwashing #nudgetheory https://t.co/0dwk6tpopd,"['nudge', 'nudgetheory', 'corona']",['nudgetheory']
2521,9886,Wed Apr 01 22:30:59 +0000 2020,Coronavirus,2,1.24547879409127E+018,,,en,,False,1,"Does the Netherlands also have a ""nudge unit""? There are so many interesting overlaps between the UK and Dutch approaches to #Coronavirus but also so many differences not least societal resistance and/or expected obedience. https://t.co/jmSbnAcr7w https://t.co/8QPjsNVMLt",PollyWilkins,3177,Amsterdam,Polly Pallister-Wilkins,PollyWilkins,,"does the netherlands also have a ""nudge unit""? there are so many interesting overlaps between the uk and dutch approaches to #coronavirus but also so many differences not least societal resistance and/or expected obedience. https://t.co/jmsbnacr7w https://t.co/8qpjsnvmlt","['nudge unit', 'nudge', 'corona']",['nudge unit']
2532,9917,Mon May 04 15:44:35 +0000 2020,herdimmunityismurder DowningStreetBriefing COVID19,2,1.25733532349279E+018,,,en,,False,0,"So the only Behav Sci on there is part of the cabinet office. David Halpern Behavioural Insights Team, Cabinet Office

The Behavioral scientist were egged on by Mr Dominic Cullings then implimented by Patsy Patrick for #herdimmunityismurder🏆

#DowningStreetBriefing #COVID19 https://t.co/CuI4gQ2tma",Gord76,2410,,3.5% #HerdImmunityByStealthAndStupidity,Gord76,,"so the only behav sci on there is part of the cabinet office. david halpern behavioural insights team, cabinet office

the behavioral scientist were egged on by mr dominic cullings then implimented by patsy patrick for #herdimmunityismurder🏆

#downingstreetbriefing #covid19 https://t.co/cui4gq2tma","['halpern', 'behavioural insights team', 'behavioural insight', 'behavioural insights', 'covid', 'herdimmunity']","['halpern', 'behavioural insights team', 'herdimmunity']"
2539,9935,Mon Apr 06 23:45:30 +0000 2020,COVID2019,0,1.24730948926864E+018,,,en,,False,0,@jeevantrampal 's interesting article on using NUDGES in policy domain to tackle #COVID2019 👇👇 https://t.co/8gFRjIsik6,prachi_eco,862,"New Delhi, India",Prachi Singh ‏‎| پراچي | प्राची,prachi_eco,,@jeevantrampal 's interesting article on using nudges in policy domain to tackle #covid2019 👇👇 https://t.co/8gfrjisik6,"['nudges', 'nudge', 'covid']",['nudges']
2541,9947,Sun Mar 22 09:56:33 +0000 2020,coronavirus,0,1.24166505604942E+018,,,en,,False,0,"@piersmorgan @Spoonhead8 Here we see Dr David Halpern of the Behavioural Insights Team speaking on the record to the BBC on 11th March.

Halpern sits, or did then, on SAGE, the key committee organising the response to the #coronavirus.

https://t.co/HemuIMC1e5",MarkHazard2020,68,Transworld Consortium.,Mark Hazard,MarkHazard2020,,"@piersmorgan @spoonhead8 here we see dr david halpern of the behavioural insights team speaking on the record to the bbc on 11th march.

halpern sits, or did then, on sage, the key committee organising the response to the #coronavirus.

https://t.co/hemuimc1e5","['halpern', 'behavioural insights team', 'behavioural insight', 'behavioural insights', 'corona']","['halpern', 'behavioural insights team']"
2550,9980,Thu Mar 19 22:46:50 +0000 2020,covid19 coronavirus,3,1.2407717409277E+018,,,en,,,0,"@RoryStewartUK @SimonPease1 I'm all for libertarian paternalism, but we need to drop the libertarian stuff during this crisis.

#covid19 #coronavirus",AdamSykesWirral,1893,United Kingdom,Adam Sykes,AdamSykesWirral,,"@rorystewartuk @simonpease1 i'm all for libertarian paternalism, but we need to drop the libertarian stuff during this crisis.

#covid19 #coronavirus","['paternalism', 'libertarian paternalism', 'corona', 'covid']",['libertarian paternalism']
2553,9990,Fri Mar 13 08:38:01 +0000 2020,coronavirus,7,1.23838380179506E+018,,,en,,False,9,"While minsters [based on advice of 'nudge unit' cranks] say they must not move too early to prohibit large gatherings in a bid to limit the spread of #coronavirus, fmr Health Sec Jeremy Hunt says the decision to hold back is ""surprising &amp; concerning"" https://t.co/oxcO5ECkMz",Gian_TCatt,12424,London via NZ,Joel Benjamin,Gian_TCatt,,"while minsters [based on advice of 'nudge unit' cranks] say they must not move too early to prohibit large gatherings in a bid to limit the spread of #coronavirus, fmr health sec jeremy hunt says the decision to hold back is ""surprising &amp; concerning"" https://t.co/oxco5eckmz","['nudge unit', 'nudge', 'corona']",['nudge unit']
2575,10062,Thu Mar 12 23:57:46 +0000 2020,CoronavirusPandemic CoronaVirusUpdate COVID2019uk,1,1.23825287813499E+018,,,en,,False,1,"In the UK #CoronavirusPandemic #CoronaVirusUpdate #COVID2019uk strategy is basically this cartoon from the 'nudge unit'. There's another one about 'what STOPS people from TOUCHING THEIR FACE?'

Looking forward to 'What STOPS people from ACTUALLY DYING?' https://t.co/LjB5ffxtFc",g_c_davies,427,,Gerry Davies,g_c_davies,,"in the uk #coronaviruspandemic #coronavirusupdate #covid2019uk strategy is basically this cartoon from the 'nudge unit'. there's another one about 'what stops people from touching their face?'

looking forward to 'what stops people from actually dying?' https://t.co/ljb5ffxtfc","['nudge unit', 'nudge', 'pandemic', 'corona', 'covid']",['nudge unit']
2581,10092,Fri Mar 13 14:50:29 +0000 2020,,16,1.23847753927995E+018,,,en,,False,9,"Thank god for real experts on Pandemics and Healthcare, rather Nudge Unit behavioural scientists. https://t.co/zr9HS0HRfK",peterjukes,81701,London,Peter Jukes,peterjukes,,"thank god for real experts on pandemics and healthcare, rather nudge unit behavioural scientists. https://t.co/zr9hs0hrfk","['nudge unit', 'behavioural scientists', 'behavioural scientist', 'nudge', 'pandemic']","['nudge unit', 'behavioural scientists']"
2582,10093,Wed Mar 25 19:31:36 +0000 2020,Coronavirus,14,1.2428969383972E+018,,,en,,False,7,"UK government's reliance on behavioural science has come under criticism by many.

600 behavioural scientists have expressed doubt that enough is known about behavioural fatigue for the government to be building policy around this hypothesis.

#Coronavirus https://t.co/MzraLhEDRb",ConversationUK,135123,,The Conversation,ConversationUK,,"uk government's reliance on behavioural science has come under criticism by many.

600 behavioural scientists have expressed doubt that enough is known about behavioural fatigue for the government to be building policy around this hypothesis.

#coronavirus https://t.co/mzralhedrb","['behavioural science', 'behavioural scientists', 'behavioural scientist', 'corona', 'behavioural fatigue']","['behavioural science', 'behavioural scientists', 'behavioural fatigue']"
2587,10102,Wed Mar 11 23:37:22 +0000 2020,coronavirus,3,1.23788535655433E+018,,,en,,False,2,"The ""Nudge Unit"" - the company currently advising Johnson's cabinet on its response to the #coronavirus pandemic - has previously worked with the DWP &amp; the Dept of Health to find ways of pushing sick &amp; disabled people into work.
https://t.co/lcRbnPxUC7",Tom___Scott,15001,"Cornwall/Kernow, UK",Tom Scott,Tom___Scott,,"the ""nudge unit"" - the company currently advising johnson's cabinet on its response to the #coronavirus pandemic - has previously worked with the dwp &amp; the dept of health to find ways of pushing sick &amp; disabled people into work.
https://t.co/lcrbnpxuc7","['nudge unit', 'nudge', 'pandemic', 'corona']",['nudge unit']
2593,10121,Sun Apr 26 11:29:22 +0000 2020,,5,1.2543719900368E+018,,,en,,False,0,"It's almost like the Nudge Unit and Classic Dom's Mavericks And Weirdos are just a bunch of sub Malcolm Gladwell pop sci scammers and marketing men on the make!!! WHO'D HAVE THOUGHT!!!!!!

https://t.co/gGJMp2TpDC",joemuggs,12638,"ÜT: 51.429261,-0.059685","🔊 💚 BASS, MIDS, TOPS OUT NOW 💚 🔊",joemuggs,,"it's almost like the nudge unit and classic dom's mavericks and weirdos are just a bunch of sub malcolm gladwell pop sci scammers and marketing men on the make!!! who'd have thought!!!!!!

https://t.co/ggjmp2tpdc","['nudge unit', 'nudge']",['nudge unit']
2597,10131,Mon Mar 16 08:55:11 +0000 2020,coronavirus,0,1.23947528535703E+018,,,en,,False,0,"Why a Group of Behavioural Scientists Penned an Open Letter to the U.K. Gov't Questioning Its Coronavirus Response. Decision to delay social distancing measures... b/c starting too soon might lead to “behavioural fatigue”. 

Has the UK closed anything at all? #coronavirus https://t.co/tJawqmeEmN",heather_hear,3611,vancouver bc canada,Heather Hear,heather_hear,,"why a group of behavioural scientists penned an open letter to the u.k. gov't questioning its coronavirus response. decision to delay social distancing measures... b/c starting too soon might lead to “behavioural fatigue”. 

has the uk closed anything at all? #coronavirus https://t.co/tjawqmeemn","['behavioural scientists', 'behavioural scientist', 'corona', 'behavioural fatigue']","['behavioural scientists', 'behavioural fatigue']"
2602,10146,Mon Mar 30 06:41:05 +0000 2020,coronavirus,35,1.24451496905336E+018,,,en,,False,43,"ICYMI: This is David Halpern, psychologist (degree in experimental psychology), head of the 'nudge unit', member of SAGE (Scientific Advisory Group for Emergencies) &amp; leads uk #coronavirus response. I find him frightening. I've read about 1/3 of the population is 'vulnerable'. https://t.co/ezWtt5jZGP",EUnotCoup,5726,Somewhere that's else ,#FBPE #AbolishWestminster yes.scot yes.cymru #GFA,EUnotCoup,,"icymi: this is david halpern, psychologist (degree in experimental psychology), head of the 'nudge unit', member of sage (scientific advisory group for emergencies) &amp; leads uk #coronavirus response. i find him frightening. i've read about 1/3 of the population is 'vulnerable'. https://t.co/ezwtt5jzgp","['halpern', 'nudge unit', 'psychology', 'psychologist', 'nudge', 'corona']","['halpern', 'nudge unit', 'psychology', 'psychologist']"
2605,10171,Fri Apr 24 07:36:44 +0000 2020,coronavirus americas brazil change coronavirus coronavir,0,1.25358867164878E+018,,,en,,False,0,"&amp;#8216;Change thinking, save lives&amp;#8217;: can Rio&amp;#8217;s nudge unit halt coronavirus? | Society #coronavirus #americas #brazil #change #coronavirus #coronavir...
https://t.co/FqwVWYlpA6",CoronaVirusNFO,84,,CoronaVirusNewsLive.com,CoronaVirusNFO,,"&amp;#8216;change thinking, save lives&amp;#8217;: can rio&amp;#8217;s nudge unit halt coronavirus? | society #coronavirus #americas #brazil #change #coronavirus #coronavir...
https://t.co/fqwvwylpa6","['nudge unit', 'nudge', 'corona']",['nudge unit']
2608,10176,Sun Apr 05 09:24:32 +0000 2020,,3,1.24673043013029E+018,,,en,,False,0,"If you threaten that you might ban going outdoors tomorrow then people are much more likely to go out today and make the most of it. You don't need a flipping nudge unit to tell you that, you thick sod. https://t.co/7fb1PYYSJS",dantrobus,1446,"Sheffield, UK",Danny Antrobus,dantrobus,,"if you threaten that you might ban going outdoors tomorrow then people are much more likely to go out today and make the most of it. you don't need a flipping nudge unit to tell you that, you thick sod. https://t.co/7fb1pyysjs","['nudge unit', 'nudge']",['nudge unit']
2613,10195,Fri May 22 09:06:57 +0000 2020,,0,1.2637582355946E+018,,,en,,False,0,"Arrest the PM, the Cabinet, SAGE, Cummings, The Behavioural Insights Team and the owners of Right Wing media, place on remand for the durations and install a government led by epidemiology and public health to run a virus elimination policy until clear. Then trials must start. https://t.co/rB3rrULlp3",coreluminous,236,UK,corneilius,coreluminous,,"arrest the pm, the cabinet, sage, cummings, the behavioural insights team and the owners of right wing media, place on remand for the durations and install a government led by epidemiology and public health to run a virus elimination policy until clear. then trials must start. https://t.co/rb3rrullp3","['behavioural insights team', 'behavioural insight', 'behavioural insights']",['behavioural insights team']
2621,10218,Tue Apr 14 10:27:54 +0000 2020,covid19,32,1.25000786656989E+018,,,en,,,11,"Leave made enormous use of data scientists to win the referendum. We are told these same people are being employed in the governments ""Nudge Unit""

I don't believe that they are unable to provide daily reports of #covid19 deaths for care homes and hospitals. They are lying to us.",its_johnmartin,12833,"Bristol, England",JohnMartin🔶#FBPE🎪,its_johnmartin,,"leave made enormous use of data scientists to win the referendum. we are told these same people are being employed in the governments ""nudge unit""

i don't believe that they are unable to provide daily reports of #covid19 deaths for care homes and hospitals. they are lying to us.","['nudge unit', 'nudge', 'covid']",['nudge unit']
2636,10292,Sun Apr 26 20:14:02 +0000 2020,covid19,0,1.25450402741876E+018,,,en,,False,0,Nudge theory is a poor substitute for science in matters of life or death https://t.co/iWBbe8BVfW #covid19,esteban27,2164,Mexico,Esteban Díaz Asúa,esteban27,,nudge theory is a poor substitute for science in matters of life or death https://t.co/iwbbe8bvfw #covid19,"['nudge', 'nudge theory', 'covid']",['nudge theory']
2647,10328,Sat Apr 25 02:06:09 +0000 2020,COVID smallbusiness,0,1.25386786488637E+018,,,en,,False,0,With the new developments with more shops being open under Shops &amp; Establishment Act re-plugging this piece on ways to leverage behavioural insights to protect shopkeepers and customers in times of #COVID #smallbusiness https://t.co/mCDEzwTPyw,sakshamO_o,475,Xanadu | La La Land,Saksham,sakshamO_o,,with the new developments with more shops being open under shops &amp; establishment act re-plugging this piece on ways to leverage behavioural insights to protect shopkeepers and customers in times of #covid #smallbusiness https://t.co/mcdezwtpyw,"['behavioural insight', 'behavioural insights', 'covid']",['behavioural insights']
2652,10341,Tue Apr 14 08:26:32 +0000 2020,takeitonthechin HerdImmunity COVID19,21,1.24997732343842E+018,,,en,,False,17,"Led By Behavioural Science
Psychologists &amp; propagandists determined @10DowningStreet policy aligned with sociopathic intent to let old, sick, poor #takeitonthechin 
#HerdImmunity cull continues
#COVID19 infected patients sent home to infect others https://t.co/wq3FaEPp50",drbobgill,8371,Kent,Dr Bob Gill,drbobgill,,"led by behavioural science
psychologists &amp; propagandists determined @10downingstreet policy aligned with sociopathic intent to let old, sick, poor #takeitonthechin 
#herdimmunity cull continues
#covid19 infected patients sent home to infect others https://t.co/wq3faepp50","['behavioural science', 'psychologists', 'psychologist', 'covid', 'herdimmunity']","['behavioural science', 'psychologists', 'herdimmunity']"
2658,10371,Mon Mar 30 11:51:25 +0000 2020,Coronavirus,2,1.24459306915829E+018,,,en,"Truro, England",False,3,The #Coronavirus Crisis: Oxford Model Touting Tory  'Herd Immunity' was Promoted by PR Agency Tied to Ministry of Defence and Nudge Unit https://t.co/gSGf9ZkXcv,Lance63,3138,"Truro, Cornwall ",Lance Dyer 〓〓,Lance63,,the #coronavirus crisis: oxford model touting tory  'herd immunity' was promoted by pr agency tied to ministry of defence and nudge unit https://t.co/gsgf9zkxcv,"['nudge unit', 'nudge', 'corona', 'herd immunity']","['nudge unit', 'herd immunity']"
